nohup: ignoring input
W0210 05:02:01.387000 370127 site-packages/torch/distributed/run.py:793] 
W0210 05:02:01.387000 370127 site-packages/torch/distributed/run.py:793] *****************************************
W0210 05:02:01.387000 370127 site-packages/torch/distributed/run.py:793] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0210 05:02:01.387000 370127 site-packages/torch/distributed/run.py:793] *****************************************

🚀 启动训练: Fold 0 | GPUs: 7 | Model: ST-SAM (Sam2-Hiera-L + NewStripDetailAdapter)

Epoch 1/50:   0%|          | 0/47 [00:00<?, ?it/s]
Epoch 1/50:   0%|          | 0/47 [00:05<?, ?it/s, loss=0.568]
Epoch 1/50:   2%|▏         | 1/47 [00:05<04:18,  5.63s/it, loss=0.568]
Epoch 1/50:   2%|▏         | 1/47 [00:06<04:18,  5.63s/it, loss=0.405]
Epoch 1/50:   4%|▍         | 2/47 [00:06<01:57,  2.61s/it, loss=0.405]
Epoch 1/50:   4%|▍         | 2/47 [00:06<01:57,  2.61s/it, loss=0.344]
Epoch 3/50:  83%|████████▎ | 39/47 [01:14<00:19,  2.38s/it, loss=0.0719]
Epoch 3/50:  85%|████████▌ | 40/47 [01:14<00:17,  2.52s/it, loss=0.0719]
Epoch 3/50:  85%|████████▌ | 40/47 [01:17<00:17,  2.52s/it, loss=0.074] 
Epoch 3/50:  87%|████████▋ | 41/47 [01:17<00:15,  2.60s/it, loss=0.074]
Epoch 3/50:  87%|████████▋ | 41/47 [01:19<00:15,  2.60s/it, loss=0.0889]
Epoch 3/50:  89%|████████▉ | 42/47 [01:19<00:13,  2.60s/it, loss=0.0889]
Epoch 3/50:  89%|████████▉ | 42/47 [01:22<00:13,  2.60s/it, loss=0.078] 
Epoch 3/50:  91%|█████████▏| 43/47 [01:22<00:10,  2.69s/it, loss=0.078]
Epoch 3/50:  91%|█████████▏| 43/47 [01:25<00:10,  2.69s/it, loss=0.072]
Epoch 3/50:  94%|█████████▎| 44/47 [01:25<00:08,  2.78s/it, loss=0.072]
Epoch 3/50:  94%|█████████▎| 44/47 [01:28<00:08,  2.78s/it, loss=0.0663]
Epoch 3/50:  96%|█████████▌| 45/47 [01:28<00:05,  2.83s/it, loss=0.0663]
Epoch 3/50:  96%|█████████▌| 45/47 [01:31<00:05,  2.83s/it, loss=0.0762]
Epoch 3/50:  98%|█████████▊| 46/47 [01:31<00:02,  2.88s/it, loss=0.0762]
Epoch 3/50:  98%|█████████▊| 46/47 [01:34<00:02,  2.88s/it, loss=0.0767]
Epoch 3/50: 100%|██████████| 47/47 [01:34<00:00,  2.68s/it, loss=0.0767]
Epoch 3/50: 100%|██████████| 47/47 [01:34<00:00,  2.00s/it, loss=0.0767]
Epoch 3 | Train Loss: 0.0754 | Val Dice: 0.8801
🔥 New Best Dice: 0.8801 (Epoch 3) -> Saved!

Epoch 4/50:   0%|          | 0/47 [00:00<?, ?it/s]
Epoch 4/50:   0%|          | 0/47 [00:03<?, ?it/s, loss=0.058]
Epoch 4/50:   2%|▏         | 1/47 [00:03<02:55,  3.82s/it, loss=0.058]
Epoch 4/50:   2%|▏         | 1/47 [00:06<02:55,  3.82s/it, loss=0.0604]
Epoch 4/50:   4%|▍         | 2/47 [00:06<02:28,  3.29s/it, loss=0.0604]
Epoch 4/50:   4%|▍         | 2/47 [00:09<02:28,  3.29s/it, loss=0.0816]
Epoch 4/50:   6%|▋         | 3/47 [00:09<02:17,  3.13s/it, loss=0.0816]
