nohup: ignoring input
W0210 09:53:45.605000 574519 site-packages/torch/distributed/run.py:793] 
W0210 09:53:45.605000 574519 site-packages/torch/distributed/run.py:793] *****************************************
W0210 09:53:45.605000 574519 site-packages/torch/distributed/run.py:793] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0210 09:53:45.605000 574519 site-packages/torch/distributed/run.py:793] *****************************************
🚀 启动训练: Fold 4 | GPUs: 7 | Model: ST-SAM (Sam2-Hiera-L + NewStripDetailAdapter)
Epoch 10/50:  76%|███████▌  | 38/50 [01:54<00:34,  2.89s/it, loss=0.0591]
Epoch 10/50:  78%|███████▊  | 39/50 [01:54<00:29,  2.71s/it, loss=0.0591]
Epoch 10/50:  78%|███████▊  | 39/50 [01:57<00:29,  2.71s/it, loss=0.0459]
Epoch 10/50:  80%|████████  | 40/50 [01:57<00:27,  2.80s/it, loss=0.0459]
Epoch 10/50:  80%|████████  | 40/50 [02:00<00:27,  2.80s/it, loss=0.0439]
Epoch 10/50:  82%|████████▏ | 41/50 [02:00<00:25,  2.84s/it, loss=0.0439]
Epoch 10/50:  82%|████████▏ | 41/50 [02:03<00:25,  2.84s/it, loss=0.0506]
Epoch 10/50:  84%|████████▍ | 42/50 [02:03<00:23,  2.89s/it, loss=0.0506]
Epoch 10/50:  84%|████████▍ | 42/50 [02:05<00:23,  2.89s/it, loss=0.0586]
Epoch 10/50:  86%|████████▌ | 43/50 [02:05<00:20,  2.91s/it, loss=0.0586]
Epoch 10/50:  86%|████████▌ | 43/50 [02:08<00:20,  2.91s/it, loss=0.0435]
Epoch 10/50:  88%|████████▊ | 44/50 [02:08<00:17,  2.94s/it, loss=0.0435]
Epoch 10/50:  88%|████████▊ | 44/50 [02:12<00:17,  2.94s/it, loss=0.0604]
Epoch 10/50:  90%|█████████ | 45/50 [02:12<00:14,  2.97s/it, loss=0.0604]
Epoch 10/50:  90%|█████████ | 45/50 [02:15<00:14,  2.97s/it, loss=0.0574]
Epoch 10/50:  92%|█████████▏| 46/50 [02:15<00:12,  3.00s/it, loss=0.0574]
Epoch 10/50:  92%|█████████▏| 46/50 [02:18<00:12,  3.00s/it, loss=0.0576]
Epoch 10/50:  94%|█████████▍| 47/50 [02:18<00:09,  3.03s/it, loss=0.0576]
Epoch 10/50:  94%|█████████▍| 47/50 [02:21<00:09,  3.03s/it, loss=0.0525]
Epoch 10/50:  96%|█████████▌| 48/50 [02:21<00:06,  3.03s/it, loss=0.0525]
Epoch 10/50:  96%|█████████▌| 48/50 [02:24<00:06,  3.03s/it, loss=0.0461]
Epoch 10/50:  98%|█████████▊| 49/50 [02:24<00:03,  3.04s/it, loss=0.0461]
Epoch 10/50:  98%|█████████▊| 49/50 [02:26<00:03,  3.04s/it, loss=0.0425]
Epoch 10/50: 100%|██████████| 50/50 [02:26<00:00,  2.74s/it, loss=0.0425]
Epoch 10/50: 100%|██████████| 50/50 [02:26<00:00,  2.93s/it, loss=0.0425]
Epoch 10 | Train Loss: 0.0502 | Val Dice: 0.8965
🔥 New Best Dice: 0.8965 (Epoch 10) -> Saved!

Epoch 11/50:   0%|          | 0/50 [00:00<?, ?it/s]
Epoch 11/50:   0%|          | 0/50 [00:03<?, ?it/s, loss=0.0445]
Epoch 11/50:   2%|▏         | 1/50 [00:03<03:05,  3.79s/it, loss=0.0445]
Epoch 11/50:   2%|▏         | 1/50 [00:06<03:05,  3.79s/it, loss=0.0483]
Epoch 11/50:   4%|▍         | 2/50 [00:06<02:37,  3.28s/it, loss=0.0483]
Epoch 11/50:   4%|▍         | 2/50 [00:09<02:37,  3.28s/it, loss=0.0607]
Epoch 11/50:   6%|▌         | 3/50 [00:09<02:26,  3.12s/it, loss=0.0607]
Epoch 11/50:   6%|▌         | 3/50 [00:12<02:26,  3.12s/it, loss=0.049] 
Epoch 11/50:   8%|▊         | 4/50 [00:12<02:19,  3.04s/it, loss=0.049]
Epoch 11/50:   8%|▊         | 4/50 [00:15<02:19,  3.04s/it, loss=0.0492]
Epoch 11/50:  10%|█         | 5/50 [00:15<02:13,  2.98s/it, loss=0.0492]
Epoch 11/50:  10%|█         | 5/50 [00:18<02:13,  2.98s/it, loss=0.053] 
Epoch 11/50:  12%|█▏        | 6/50 [00:18<02:08,  2.92s/it, loss=0.053]
Epoch 11/50:  12%|█▏        | 6/50 [00:21<02:08,  2.92s/it, loss=0.0558]
Epoch 11/50:  14%|█▍        | 7/50 [00:21<02:05,  2.92s/it, loss=0.0558]
Epoch 11/50:  14%|█▍        | 7/50 [00:24<02:05,  2.92s/it, loss=0.0463]
Epoch 11/50:  16%|█▌        | 8/50 [00:24<02:03,  2.95s/it, loss=0.0463]
Epoch 11/50:  16%|█▌        | 8/50 [00:26<02:03,  2.95s/it, loss=0.0481]
Epoch 11/50:  18%|█▊        | 9/50 [00:26<01:59,  2.91s/it, loss=0.0481]
Epoch 11/50:  18%|█▊        | 9/50 [00:29<01:59,  2.91s/it, loss=0.0425]
Epoch 11/50:  20%|██        | 10/50 [00:29<01:56,  2.91s/it, loss=0.0425]
Epoch 11/50:  20%|██        | 10/50 [00:32<01:56,  2.91s/it, loss=0.047] 
Epoch 11/50:  22%|██▏       | 11/50 [00:32<01:53,  2.90s/it, loss=0.047]
Epoch 11/50:  22%|██▏       | 11/50 [00:35<01:53,  2.90s/it, loss=0.0597]
Epoch 11/50:  24%|██▍       | 12/50 [00:35<01:46,  2.81s/it, loss=0.0597]
Epoch 11/50:  24%|██▍       | 12/50 [00:38<01:46,  2.81s/it, loss=0.0525]
Epoch 11/50:  26%|██▌       | 13/50 [00:38<01:44,  2.82s/it, loss=0.0525]
Epoch 11/50:  26%|██▌       | 13/50 [00:41<01:44,  2.82s/it, loss=0.0386]
Epoch 11/50:  28%|██▊       | 14/50 [00:41<01:42,  2.86s/it, loss=0.0386]
Epoch 11/50:  28%|██▊       | 14/50 [00:44<01:42,  2.86s/it, loss=0.0568]
Epoch 11/50:  30%|███       | 15/50 [00:44<01:41,  2.89s/it, loss=0.0568]
Epoch 11/50:  30%|███       | 15/50 [00:47<01:41,  2.89s/it, loss=0.045] 
Epoch 11/50:  32%|███▏      | 16/50 [00:47<01:39,  2.93s/it, loss=0.045]
Epoch 11/50:  32%|███▏      | 16/50 [00:50<01:39,  2.93s/it, loss=0.0634]
Epoch 11/50:  34%|███▍      | 17/50 [00:50<01:36,  2.94s/it, loss=0.0634]
Epoch 11/50:  34%|███▍      | 17/50 [00:52<01:36,  2.94s/it, loss=0.0393]
Epoch 11/50:  36%|███▌      | 18/50 [00:52<01:32,  2.91s/it, loss=0.0393]
Epoch 11/50:  36%|███▌      | 18/50 [00:55<01:32,  2.91s/it, loss=0.0571]
Epoch 11/50:  38%|███▊      | 19/50 [00:55<01:31,  2.94s/it, loss=0.0571]
Epoch 11/50:  38%|███▊      | 19/50 [00:58<01:31,  2.94s/it, loss=0.0443]
Epoch 11/50:  40%|████      | 20/50 [00:58<01:28,  2.94s/it, loss=0.0443]
Epoch 11/50:  40%|████      | 20/50 [01:01<01:28,  2.94s/it, loss=0.0436]
Epoch 11/50:  42%|████▏     | 21/50 [01:01<01:24,  2.91s/it, loss=0.0436]
Epoch 11/50:  42%|████▏     | 21/50 [01:04<01:24,  2.91s/it, loss=0.0455]
Epoch 11/50:  44%|████▍     | 22/50 [01:04<01:21,  2.92s/it, loss=0.0455]
Epoch 11/50:  44%|████▍     | 22/50 [01:07<01:21,  2.92s/it, loss=0.0473]
Epoch 11/50:  46%|████▌     | 23/50 [01:07<01:19,  2.96s/it, loss=0.0473]
Epoch 11/50:  46%|████▌     | 23/50 [01:10<01:19,  2.96s/it, loss=0.0497]
Epoch 11/50:  48%|████▊     | 24/50 [01:10<01:16,  2.96s/it, loss=0.0497]
Epoch 11/50:  48%|████▊     | 24/50 [01:13<01:16,  2.96s/it, loss=0.0496]
Epoch 11/50:  50%|█████     | 25/50 [01:13<01:11,  2.88s/it, loss=0.0496]
Epoch 11/50:  50%|█████     | 25/50 [01:16<01:11,  2.88s/it, loss=0.0587]
Epoch 11/50:  52%|█████▏    | 26/50 [01:16<01:08,  2.87s/it, loss=0.0587]
Epoch 11/50:  52%|█████▏    | 26/50 [01:19<01:08,  2.87s/it, loss=0.0424]
Epoch 11/50:  54%|█████▍    | 27/50 [01:19<01:05,  2.86s/it, loss=0.0424]
Epoch 11/50:  54%|█████▍    | 27/50 [01:21<01:05,  2.86s/it, loss=0.048] 
Epoch 11/50:  56%|█████▌    | 28/50 [01:21<01:02,  2.84s/it, loss=0.048]
Epoch 11/50:  56%|█████▌    | 28/50 [01:24<01:02,  2.84s/it, loss=0.0371]
Epoch 11/50:  58%|█████▊    | 29/50 [01:24<01:00,  2.86s/it, loss=0.0371]
Epoch 11/50:  58%|█████▊    | 29/50 [01:27<01:00,  2.86s/it, loss=0.0481]
Epoch 11/50:  60%|██████    | 30/50 [01:27<00:58,  2.91s/it, loss=0.0481]
Epoch 11/50:  60%|██████    | 30/50 [01:30<00:58,  2.91s/it, loss=0.0501]
Epoch 11/50:  62%|██████▏   | 31/50 [01:30<00:55,  2.92s/it, loss=0.0501]
Epoch 11/50:  62%|██████▏   | 31/50 [01:33<00:55,  2.92s/it, loss=0.0507]
Epoch 11/50:  64%|██████▍   | 32/50 [01:33<00:52,  2.92s/it, loss=0.0507]
Epoch 11/50:  64%|██████▍   | 32/50 [01:36<00:52,  2.92s/it, loss=0.0454]
Epoch 11/50:  66%|██████▌   | 33/50 [01:36<00:49,  2.89s/it, loss=0.0454]
Epoch 11/50:  66%|██████▌   | 33/50 [01:39<00:49,  2.89s/it, loss=0.0482]
Epoch 11/50:  68%|██████▊   | 34/50 [01:39<00:46,  2.89s/it, loss=0.0482]
Epoch 11/50:  68%|██████▊   | 34/50 [01:42<00:46,  2.89s/it, loss=0.0508]
Epoch 11/50:  70%|███████   | 35/50 [01:42<00:43,  2.88s/it, loss=0.0508]
Epoch 11/50:  70%|███████   | 35/50 [01:45<00:43,  2.88s/it, loss=0.0442]
Epoch 11/50:  72%|███████▏  | 36/50 [01:45<00:40,  2.89s/it, loss=0.0442]
Epoch 11/50:  72%|███████▏  | 36/50 [01:47<00:40,  2.89s/it, loss=0.0429]
Epoch 11/50:  74%|███████▍  | 37/50 [01:47<00:36,  2.83s/it, loss=0.0429]
Epoch 11/50:  74%|███████▍  | 37/50 [01:50<00:36,  2.83s/it, loss=0.05]  
Epoch 11/50:  76%|███████▌  | 38/50 [01:50<00:33,  2.80s/it, loss=0.05]
Epoch 11/50:  76%|███████▌  | 38/50 [01:53<00:33,  2.80s/it, loss=0.0601]
Epoch 11/50:  78%|███████▊  | 39/50 [01:53<00:31,  2.85s/it, loss=0.0601]
Epoch 11/50:  78%|███████▊  | 39/50 [01:56<00:31,  2.85s/it, loss=0.0552]
Epoch 11/50:  80%|████████  | 40/50 [01:56<00:28,  2.89s/it, loss=0.0552]
Epoch 11/50:  80%|████████  | 40/50 [01:59<00:28,  2.89s/it, loss=0.0414]
Epoch 11/50:  82%|████████▏ | 41/50 [01:59<00:26,  2.93s/it, loss=0.0414]
Epoch 11/50:  82%|████████▏ | 41/50 [02:02<00:26,  2.93s/it, loss=0.0562]
Epoch 11/50:  84%|████████▍ | 42/50 [02:02<00:23,  2.97s/it, loss=0.0562]
Epoch 11/50:  84%|████████▍ | 42/50 [02:05<00:23,  2.97s/it, loss=0.0384]
Epoch 11/50:  86%|████████▌ | 43/50 [02:05<00:20,  2.99s/it, loss=0.0384]
Epoch 11/50:  86%|████████▌ | 43/50 [02:08<00:20,  2.99s/it, loss=0.0407]
Epoch 11/50:  88%|████████▊ | 44/50 [02:08<00:18,  3.00s/it, loss=0.0407]
Epoch 11/50:  88%|████████▊ | 44/50 [02:11<00:18,  3.00s/it, loss=0.0467]
Epoch 11/50:  90%|█████████ | 45/50 [02:11<00:15,  3.03s/it, loss=0.0467]
Epoch 11/50:  90%|█████████ | 45/50 [02:14<00:15,  3.03s/it, loss=0.0721]
Epoch 11/50:  92%|█████████▏| 46/50 [02:14<00:12,  3.01s/it, loss=0.0721]
Epoch 11/50:  92%|█████████▏| 46/50 [02:17<00:12,  3.01s/it, loss=0.0443]
Epoch 11/50:  94%|█████████▍| 47/50 [02:17<00:09,  3.00s/it, loss=0.0443]
Epoch 11/50:  94%|█████████▍| 47/50 [02:20<00:09,  3.00s/it, loss=0.0574]
Epoch 11/50:  96%|█████████▌| 48/50 [02:20<00:06,  3.01s/it, loss=0.0574]
Epoch 11/50:  96%|█████████▌| 48/50 [02:23<00:06,  3.01s/it, loss=0.061] 
Epoch 11/50:  98%|█████████▊| 49/50 [02:23<00:02,  2.93s/it, loss=0.061]
Epoch 11/50:  98%|█████████▊| 49/50 [02:25<00:02,  2.93s/it, loss=0.063]
Epoch 11/50: 100%|██████████| 50/50 [02:25<00:00,  2.60s/it, loss=0.063]
Epoch 11/50: 100%|██████████| 50/50 [02:25<00:00,  2.91s/it, loss=0.063]
Epoch 11 | Train Loss: 0.0493 | Val Dice: 0.9017
🔥 New Best Dice: 0.9017 (Epoch 11) -> Saved!

Epoch 12/50:   0%|          | 0/50 [00:00<?, ?it/s]
Epoch 12/50:   0%|          | 0/50 [00:03<?, ?it/s, loss=0.0408]
Epoch 12/50:   2%|▏         | 1/50 [00:03<03:02,  3.72s/it, loss=0.0408]
Epoch 12/50:   2%|▏         | 1/50 [00:06<03:02,  3.72s/it, loss=0.0515]
Epoch 12/50:   4%|▍         | 2/50 [00:06<02:35,  3.25s/it, loss=0.0515]
Epoch 12/50:   4%|▍         | 2/50 [00:09<02:35,  3.25s/it, loss=0.051] 
Epoch 12/50:   6%|▌         | 3/50 [00:09<02:26,  3.12s/it, loss=0.051]
Epoch 12/50:   6%|▌         | 3/50 [00:12<02:26,  3.12s/it, loss=0.0488]
Epoch 12/50:   8%|▊         | 4/50 [00:12<02:21,  3.08s/it, loss=0.0488]
Epoch 12/50:   8%|▊         | 4/50 [00:15<02:21,  3.08s/it, loss=0.0518]
Epoch 12/50:  10%|█         | 5/50 [00:15<02:15,  3.02s/it, loss=0.0518]
Epoch 12/50:  10%|█         | 5/50 [00:18<02:15,  3.02s/it, loss=0.0537]
Epoch 12/50:  12%|█▏        | 6/50 [00:18<02:11,  2.99s/it, loss=0.0537]
Epoch 12/50:  12%|█▏        | 6/50 [00:21<02:11,  2.99s/it, loss=0.0385]
Epoch 12/50:  14%|█▍        | 7/50 [00:21<02:09,  3.01s/it, loss=0.0385]
Epoch 12/50:  14%|█▍        | 7/50 [00:24<02:09,  3.01s/it, loss=0.037] 
Epoch 12/50:  16%|█▌        | 8/50 [00:24<02:06,  3.02s/it, loss=0.037]
Epoch 12/50:  16%|█▌        | 8/50 [00:27<02:06,  3.02s/it, loss=0.0553]
Epoch 12/50:  18%|█▊        | 9/50 [00:27<02:02,  2.99s/it, loss=0.0553]
Epoch 12/50:  18%|█▊        | 9/50 [00:30<02:02,  2.99s/it, loss=0.0591]
Epoch 12/50:  20%|██        | 10/50 [00:30<01:59,  3.00s/it, loss=0.0591]
Epoch 12/50:  20%|██        | 10/50 [00:33<01:59,  3.00s/it, loss=0.0472]
Epoch 12/50:  22%|██▏       | 11/50 [00:33<01:53,  2.90s/it, loss=0.0472]
Epoch 12/50:  22%|██▏       | 11/50 [00:36<01:53,  2.90s/it, loss=0.0467]
Epoch 12/50:  24%|██▍       | 12/50 [00:36<01:50,  2.91s/it, loss=0.0467]
Epoch 12/50:  24%|██▍       | 12/50 [00:39<01:50,  2.91s/it, loss=0.057] 
Epoch 12/50:  26%|██▌       | 13/50 [00:39<01:48,  2.92s/it, loss=0.057]
Epoch 12/50:  26%|██▌       | 13/50 [00:42<01:48,  2.92s/it, loss=0.0536]
Epoch 12/50:  28%|██▊       | 14/50 [00:42<01:45,  2.94s/it, loss=0.0536]
Epoch 12/50:  28%|██▊       | 14/50 [00:44<01:45,  2.94s/it, loss=0.0384]
Epoch 12/50:  30%|███       | 15/50 [00:44<01:42,  2.93s/it, loss=0.0384]
Epoch 12/50:  30%|███       | 15/50 [00:47<01:42,  2.93s/it, loss=0.043] 
Epoch 12/50:  32%|███▏      | 16/50 [00:47<01:39,  2.93s/it, loss=0.043]
Epoch 12/50:  32%|███▏      | 16/50 [00:50<01:39,  2.93s/it, loss=0.0539]
Epoch 12/50:  34%|███▍      | 17/50 [00:50<01:36,  2.93s/it, loss=0.0539]
Epoch 12/50:  34%|███▍      | 17/50 [00:53<01:36,  2.93s/it, loss=0.0429]
Epoch 12/50:  36%|███▌      | 18/50 [00:53<01:33,  2.93s/it, loss=0.0429]
Epoch 12/50:  36%|███▌      | 18/50 [00:56<01:33,  2.93s/it, loss=0.048] 
Epoch 12/50:  38%|███▊      | 19/50 [00:56<01:31,  2.94s/it, loss=0.048]
Epoch 12/50:  38%|███▊      | 19/50 [00:59<01:31,  2.94s/it, loss=0.0453]
Epoch 12/50:  40%|████      | 20/50 [00:59<01:29,  2.97s/it, loss=0.0453]
Epoch 12/50:  40%|████      | 20/50 [01:02<01:29,  2.97s/it, loss=0.0471]
Epoch 12/50:  42%|████▏     | 21/50 [01:02<01:25,  2.96s/it, loss=0.0471]
Epoch 12/50:  42%|████▏     | 21/50 [01:05<01:25,  2.96s/it, loss=0.0551]
Epoch 12/50:  44%|████▍     | 22/50 [01:05<01:22,  2.95s/it, loss=0.0551]
Epoch 12/50:  44%|████▍     | 22/50 [01:08<01:22,  2.95s/it, loss=0.0435]
Epoch 12/50:  46%|████▌     | 23/50 [01:08<01:18,  2.93s/it, loss=0.0435]
Epoch 12/50:  46%|████▌     | 23/50 [01:11<01:18,  2.93s/it, loss=0.0517]
Epoch 12/50:  48%|████▊     | 24/50 [01:11<01:15,  2.91s/it, loss=0.0517]
Epoch 12/50:  48%|████▊     | 24/50 [01:14<01:15,  2.91s/it, loss=0.0399]
Epoch 12/50:  50%|█████     | 25/50 [01:14<01:12,  2.88s/it, loss=0.0399]
Epoch 12/50:  50%|█████     | 25/50 [01:17<01:12,  2.88s/it, loss=0.0367]
Epoch 12/50:  52%|█████▏    | 26/50 [01:17<01:09,  2.92s/it, loss=0.0367]
Epoch 12/50:  52%|█████▏    | 26/50 [01:20<01:09,  2.92s/it, loss=0.0474]
Epoch 12/50:  54%|█████▍    | 27/50 [01:20<01:08,  2.97s/it, loss=0.0474]
Epoch 12/50:  54%|█████▍    | 27/50 [01:23<01:08,  2.97s/it, loss=0.045] 
Epoch 12/50:  56%|█████▌    | 28/50 [01:23<01:04,  2.93s/it, loss=0.045]
Epoch 12/50:  56%|█████▌    | 28/50 [01:26<01:04,  2.93s/it, loss=0.0493]
Epoch 12/50:  58%|█████▊    | 29/50 [01:26<01:01,  2.93s/it, loss=0.0493]
Epoch 12/50:  58%|█████▊    | 29/50 [01:28<01:01,  2.93s/it, loss=0.0444]
Epoch 12/50:  60%|██████    | 30/50 [01:28<00:58,  2.92s/it, loss=0.0444]
Epoch 12/50:  60%|██████    | 30/50 [01:31<00:58,  2.92s/it, loss=0.0463]
Epoch 12/50:  62%|██████▏   | 31/50 [01:31<00:55,  2.92s/it, loss=0.0463]
Epoch 12/50:  62%|██████▏   | 31/50 [01:34<00:55,  2.92s/it, loss=0.0513]
Epoch 12/50:  64%|██████▍   | 32/50 [01:34<00:52,  2.91s/it, loss=0.0513]
Epoch 12/50:  64%|██████▍   | 32/50 [01:37<00:52,  2.91s/it, loss=0.0469]
Epoch 12/50:  66%|██████▌   | 33/50 [01:37<00:49,  2.91s/it, loss=0.0469]
Epoch 12/50:  66%|██████▌   | 33/50 [01:40<00:49,  2.91s/it, loss=0.0623]
Epoch 12/50:  68%|██████▊   | 34/50 [01:40<00:46,  2.91s/it, loss=0.0623]
Epoch 12/50:  68%|██████▊   | 34/50 [01:43<00:46,  2.91s/it, loss=0.043] 
Epoch 12/50:  70%|███████   | 35/50 [01:43<00:43,  2.91s/it, loss=0.043]
Epoch 12/50:  70%|███████   | 35/50 [01:45<00:43,  2.91s/it, loss=0.0587]
Epoch 12/50:  72%|███████▏  | 36/50 [01:45<00:38,  2.74s/it, loss=0.0587]
Epoch 12/50:  72%|███████▏  | 36/50 [01:48<00:38,  2.74s/it, loss=0.0513]
Epoch 12/50:  74%|███████▍  | 37/50 [01:48<00:36,  2.82s/it, loss=0.0513]
Epoch 12/50:  74%|███████▍  | 37/50 [01:51<00:36,  2.82s/it, loss=0.0514]
Epoch 12/50:  76%|███████▌  | 38/50 [01:51<00:34,  2.87s/it, loss=0.0514]
Epoch 12/50:  76%|███████▌  | 38/50 [01:54<00:34,  2.87s/it, loss=0.0521]
Epoch 12/50:  78%|███████▊  | 39/50 [01:54<00:31,  2.91s/it, loss=0.0521]
Epoch 12/50:  78%|███████▊  | 39/50 [01:57<00:31,  2.91s/it, loss=0.0488]
Epoch 12/50:  80%|████████  | 40/50 [01:57<00:29,  2.96s/it, loss=0.0488]
Epoch 12/50:  80%|████████  | 40/50 [02:00<00:29,  2.96s/it, loss=0.0367]
Epoch 12/50:  82%|████████▏ | 41/50 [02:00<00:26,  2.98s/it, loss=0.0367]
Epoch 12/50:  82%|████████▏ | 41/50 [02:03<00:26,  2.98s/it, loss=0.0504]
Epoch 12/50:  84%|████████▍ | 42/50 [02:03<00:23,  2.98s/it, loss=0.0504]
Epoch 12/50:  84%|████████▍ | 42/50 [02:06<00:23,  2.98s/it, loss=0.0539]
Epoch 12/50:  86%|████████▌ | 43/50 [02:06<00:20,  2.96s/it, loss=0.0539]
Epoch 12/50:  86%|████████▌ | 43/50 [02:09<00:20,  2.96s/it, loss=0.0477]
Epoch 12/50:  88%|████████▊ | 44/50 [02:09<00:17,  2.97s/it, loss=0.0477]
Epoch 12/50:  88%|████████▊ | 44/50 [02:12<00:17,  2.97s/it, loss=0.0399]
Epoch 12/50:  90%|█████████ | 45/50 [02:12<00:14,  2.95s/it, loss=0.0399]
Epoch 12/50:  90%|█████████ | 45/50 [02:15<00:14,  2.95s/it, loss=0.0526]
Epoch 12/50:  92%|█████████▏| 46/50 [02:15<00:11,  2.97s/it, loss=0.0526]
Epoch 12/50:  92%|█████████▏| 46/50 [02:18<00:11,  2.97s/it, loss=0.0404]
Epoch 12/50:  94%|█████████▍| 47/50 [02:18<00:09,  3.01s/it, loss=0.0404]
Epoch 12/50:  94%|█████████▍| 47/50 [02:21<00:09,  3.01s/it, loss=0.0454]
Epoch 12/50:  96%|█████████▌| 48/50 [02:21<00:05,  2.80s/it, loss=0.0454]
Epoch 12/50:  96%|█████████▌| 48/50 [02:24<00:05,  2.80s/it, loss=0.0394]
Epoch 12/50:  98%|█████████▊| 49/50 [02:24<00:02,  2.84s/it, loss=0.0394]
Epoch 12/50:  98%|█████████▊| 49/50 [02:25<00:02,  2.84s/it, loss=0.0533]
Epoch 12/50: 100%|██████████| 50/50 [02:25<00:00,  2.58s/it, loss=0.0533]
Epoch 12/50: 100%|██████████| 50/50 [02:26<00:00,  2.92s/it, loss=0.0533]
Epoch 12 | Train Loss: 0.0486 | Val Dice: 0.9006

Epoch 13/50:   0%|          | 0/50 [00:00<?, ?it/s]
Epoch 13/50:   0%|          | 0/50 [00:03<?, ?it/s, loss=0.0547]
Epoch 13/50:   2%|▏         | 1/50 [00:03<03:06,  3.81s/it, loss=0.0547]
Epoch 13/50:   2%|▏         | 1/50 [00:06<03:06,  3.81s/it, loss=0.0529]
Epoch 13/50:   4%|▍         | 2/50 [00:06<02:37,  3.28s/it, loss=0.0529]
Epoch 13/50:   4%|▍         | 2/50 [00:09<02:37,  3.28s/it, loss=0.0505]
Epoch 13/50:   6%|▌         | 3/50 [00:09<02:26,  3.11s/it, loss=0.0505]
Epoch 13/50:   6%|▌         | 3/50 [00:12<02:26,  3.11s/it, loss=0.0528]
Epoch 13/50:   8%|▊         | 4/50 [00:12<02:19,  3.03s/it, loss=0.0528]
Epoch 13/50:   8%|▊         | 4/50 [00:15<02:19,  3.03s/it, loss=0.0606]
Epoch 13/50:  10%|█         | 5/50 [00:15<02:19,  3.11s/it, loss=0.0606]
Epoch 13/50:  10%|█         | 5/50 [00:18<02:19,  3.11s/it, loss=0.0446]
Epoch 13/50:  12%|█▏        | 6/50 [00:18<02:13,  3.04s/it, loss=0.0446]
Epoch 13/50:  12%|█▏        | 6/50 [00:21<02:13,  3.04s/it, loss=0.044] 
Epoch 13/50:  14%|█▍        | 7/50 [00:21<02:09,  3.01s/it, loss=0.044]
Epoch 13/50:  14%|█▍        | 7/50 [00:24<02:09,  3.01s/it, loss=0.0434]
Epoch 13/50:  16%|█▌        | 8/50 [00:24<02:04,  2.98s/it, loss=0.0434]
Epoch 13/50:  16%|█▌        | 8/50 [00:27<02:04,  2.98s/it, loss=0.0423]
Epoch 13/50:  18%|█▊        | 9/50 [00:27<02:02,  2.99s/it, loss=0.0423]
Epoch 13/50:  18%|█▊        | 9/50 [00:30<02:02,  2.99s/it, loss=0.0507]
Epoch 13/50:  20%|██        | 10/50 [00:30<01:59,  2.98s/it, loss=0.0507]
Epoch 13/50:  20%|██        | 10/50 [00:33<01:59,  2.98s/it, loss=0.0479]
Epoch 13/50:  22%|██▏       | 11/50 [00:33<01:55,  2.97s/it, loss=0.0479]
Epoch 13/50:  22%|██▏       | 11/50 [00:35<01:55,  2.97s/it, loss=0.0483]
Epoch 13/50:  24%|██▍       | 12/50 [00:35<01:46,  2.81s/it, loss=0.0483]
Epoch 13/50:  24%|██▍       | 12/50 [00:38<01:46,  2.81s/it, loss=0.0448]
Epoch 13/50:  26%|██▌       | 13/50 [00:38<01:46,  2.87s/it, loss=0.0448]
Epoch 13/50:  26%|██▌       | 13/50 [00:41<01:46,  2.87s/it, loss=0.0402]
Epoch 13/50:  28%|██▊       | 14/50 [00:41<01:44,  2.90s/it, loss=0.0402]
Epoch 13/50:  28%|██▊       | 14/50 [00:44<01:44,  2.90s/it, loss=0.0586]
Epoch 13/50:  30%|███       | 15/50 [00:44<01:42,  2.94s/it, loss=0.0586]
Epoch 13/50:  30%|███       | 15/50 [00:47<01:42,  2.94s/it, loss=0.0517]
Epoch 13/50:  32%|███▏      | 16/50 [00:47<01:40,  2.94s/it, loss=0.0517]
Epoch 13/50:  32%|███▏      | 16/50 [00:50<01:40,  2.94s/it, loss=0.0434]
Epoch 13/50:  34%|███▍      | 17/50 [00:50<01:37,  2.95s/it, loss=0.0434]
Epoch 13/50:  34%|███▍      | 17/50 [00:53<01:37,  2.95s/it, loss=0.0422]
Epoch 13/50:  36%|███▌      | 18/50 [00:53<01:35,  2.97s/it, loss=0.0422]
Epoch 13/50:  36%|███▌      | 18/50 [00:56<01:35,  2.97s/it, loss=0.0469]
Epoch 13/50:  38%|███▊      | 19/50 [00:56<01:32,  2.99s/it, loss=0.0469]
Epoch 13/50:  38%|███▊      | 19/50 [00:59<01:32,  2.99s/it, loss=0.0451]
Epoch 13/50:  40%|████      | 20/50 [00:59<01:29,  2.98s/it, loss=0.0451]
Epoch 13/50:  40%|████      | 20/50 [01:02<01:29,  2.98s/it, loss=0.0398]
Epoch 13/50:  42%|████▏     | 21/50 [01:02<01:26,  2.98s/it, loss=0.0398]
Epoch 13/50:  42%|████▏     | 21/50 [01:05<01:26,  2.98s/it, loss=0.0565]
Epoch 13/50:  44%|████▍     | 22/50 [01:05<01:23,  2.98s/it, loss=0.0565]
Epoch 13/50:  44%|████▍     | 22/50 [01:08<01:23,  2.98s/it, loss=0.04]  
Epoch 13/50:  46%|████▌     | 23/50 [01:08<01:20,  3.00s/it, loss=0.04]
Epoch 13/50:  46%|████▌     | 23/50 [01:11<01:20,  3.00s/it, loss=0.0401]
Epoch 13/50:  48%|████▊     | 24/50 [01:11<01:17,  2.97s/it, loss=0.0401]
